Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_active,fac_inc_recovered,fac_inc_deaths,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,fac_inc_vaccinatedonedose,fac_staff_positive,fac_staff_active,fac_staff_recovered,fac_staff_deaths,fac_inc_tested,fac_inc_testsconducted,fac_inc_retested,fac_staff_tested,fac_staff_testsconducted,fac_staff_retested,facility_bjs,fac_state,fac_inc_negative,fac_inc_activemedinvest,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeusetxt,bjs_fac_changemth,bjs_fac_changeyr,bjs_fac_changeclose,state
...47,2021-01-08,1/7/2021,ND,NDSP,185.0,0.0,185.0,0.0,,,,99.0,0.0,99.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,615.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...48,2021-01-08,1/7/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,615.0,1.0,2763.0,0.0,251.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...49,2021-01-09,1/8/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2763.0,0.0,254.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...50,2021-01-09,1/8/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...51,2021-01-09,1/8/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,82.0,4.0,78.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...52,2021-01-09,1/8/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,2.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...53,2021-01-09,1/8/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...54,2021-01-09,1/8/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2763.0,0.0,254.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...55,2021-01-10,1/8/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2763.0,0.0,254.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...56,2021-01-10,1/8/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...57,2021-01-10,1/8/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,82.0,4.0,78.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...58,2021-01-10,1/8/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,2.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...59,2021-01-10,1/8/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...60,2021-01-10,1/8/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2763.0,0.0,254.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...61,2021-01-11,1/8/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2763.0,0.0,254.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...62,2021-01-11,1/8/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...63,2021-01-11,1/8/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,82.0,4.0,78.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...64,2021-01-11,1/8/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,2.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...65,2021-01-11,1/8/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2763.0,0.0,254.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...66,2021-01-11,1/8/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2763.0,0.0,254.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...67,2021-01-12,1/11/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2796.0,0.0,256.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...68,2021-01-12,1/11/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,12.0,2.0,10.0,0.0,247.0,1572.0,194.0,76.0,946.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2796.0,0.0,256.0,1124.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...69,2021-01-12,1/11/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,82.0,3.0,79.0,0.0,644.0,5098.0,558.0,283.0,4204.0,270.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2796.0,0.0,256.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...70,2021-01-12,1/11/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,2.0,17.0,0.0,212.0,1739.0,179.0,81.0,841.0,81.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2796.0,0.0,256.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...71,2021-01-12,1/11/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1521.0,11127.0,1118.0,561.0,8687.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2796.0,0.0,256.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...72,2021-01-12,1/11/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,32.0,2.0,30.0,0.0,172.0,547.0,92.0,123.0,1510.0,122.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2796.0,0.0,256.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...73,2021-01-13,1/12/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2796.0,0.0,257.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...74,2021-01-13,1/12/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,12.0,2.0,10.0,0.0,247.0,1572.0,194.0,76.0,946.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...75,2021-01-13,1/12/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,83.0,4.0,79.0,0.0,644.0,5098.0,558.0,283.0,4204.0,270.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...76,2021-01-13,1/12/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,2.0,17.0,0.0,212.0,1739.0,179.0,81.0,841.0,81.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...77,2021-01-13,1/12/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1521.0,11127.0,1118.0,561.0,8687.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...78,2021-01-13,1/12/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,32.0,2.0,30.0,0.0,172.0,547.0,92.0,123.0,1510.0,122.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2796.0,0.0,257.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...79,2021-01-14,1/13/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2796.0,0.0,257.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...80,2021-01-14,1/13/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,12.0,1.0,11.0,0.0,247.0,1572.0,194.0,76.0,946.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...81,2021-01-14,1/13/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,83.0,3.0,80.0,0.0,644.0,5098.0,558.0,283.0,4204.0,270.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...82,2021-01-14,1/13/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,1.0,18.0,0.0,212.0,1739.0,179.0,81.0,841.0,81.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...83,2021-01-14,1/13/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1521.0,11127.0,1118.0,561.0,8687.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2796.0,0.0,257.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...84,2021-01-14,1/13/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,32.0,2.0,30.0,0.0,172.0,547.0,92.0,123.0,1510.0,122.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2796.0,0.0,257.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...85,2021-01-15,1/14/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2796.0,1.0,262.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...86,2021-01-15,1/14/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,12.0,1.0,11.0,0.0,247.0,1572.0,194.0,76.0,946.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2796.0,1.0,262.0,1124.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...87,2021-01-15,1/14/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,88.0,8.0,80.0,1.0,644.0,5098.0,558.0,283.0,4204.0,270.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2796.0,1.0,262.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...88,2021-01-15,1/14/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,1.0,18.0,0.0,212.0,1739.0,179.0,81.0,841.0,81.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,616.0,1.0,2796.0,1.0,262.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...89,2021-01-15,1/14/2021,ND,NDSP,186.0,1.0,185.0,0.0,,,,101.0,2.0,99.0,0.0,1521.0,11127.0,1118.0,561.0,8687.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,616.0,1.0,2796.0,1.0,262.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...90,2021-01-15,1/14/2021,ND,YCC,3.0,1.0,2.0,0.0,,,,32.0,2.0,30.0,0.0,172.0,547.0,92.0,123.0,1510.0,122.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,616.0,1.0,2796.0,1.0,262.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...91,2021-01-16,1/15/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,616.0,1.0,2796.0,1.0,264.0,1124.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...92,2021-01-16,1/15/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,12.0,1.0,11.0,0.0,247.0,1572.0,194.0,76.0,946.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,616.0,1.0,2796.0,1.0,264.0,1124.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...93,2021-01-16,1/15/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,88.0,8.0,80.0,1.0,644.0,5098.0,558.0,283.0,4204.0,270.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,616.0,1.0,2796.0,1.0,264.0,1124.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
