Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_active,fac_inc_recovered,fac_inc_deaths,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,fac_inc_vaccinatedonedose,fac_staff_positive,fac_staff_active,fac_staff_recovered,fac_staff_deaths,fac_inc_tested,fac_inc_testsconducted,fac_inc_retested,fac_staff_tested,fac_staff_testsconducted,fac_staff_retested,facility_bjs,fac_state,fac_inc_negative,fac_inc_activemedinvest,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeusetxt,bjs_fac_changemth,bjs_fac_changeyr,bjs_fac_changeclose,state
...377,2021-03-04,3/3/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,111.0,2.0,109.0,0.0,1772.0,15192.0,1346.0,660.0,11175.0,574.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...378,2021-03-04,3/3/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,41.0,0.0,41.0,0.0,188.0,728.0,104.0,131.0,2081.0,129.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...379,2021-03-05,3/4/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...380,2021-03-05,3/4/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,13.0,0.0,13.0,0.0,310.0,2262.0,244.0,79.0,1266.0,73.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...381,2021-03-05,3/4/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,95.0,1.0,94.0,1.0,779.0,6713.0,637.0,303.0,5458.0,285.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...382,2021-03-05,3/4/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,0.0,19.0,0.0,266.0,2128.0,221.0,86.0,1137.0,85.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...383,2021-03-05,3/4/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,111.0,2.0,109.0,0.0,1772.0,15192.0,1346.0,660.0,11175.0,574.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...384,2021-03-05,3/4/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,41.0,0.0,41.0,0.0,188.0,728.0,104.0,131.0,2081.0,129.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...385,2021-03-06,3/5/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...386,2021-03-06,3/5/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,13.0,0.0,13.0,0.0,310.0,2262.0,244.0,79.0,1266.0,73.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...387,2021-03-06,3/5/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,95.0,1.0,94.0,1.0,779.0,6713.0,637.0,303.0,5458.0,285.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...388,2021-03-06,3/5/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,0.0,19.0,0.0,266.0,2128.0,221.0,86.0,1137.0,85.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...389,2021-03-06,3/5/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,111.0,2.0,109.0,0.0,1772.0,15192.0,1346.0,660.0,11175.0,574.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...390,2021-03-06,3/5/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,41.0,0.0,41.0,0.0,188.0,728.0,104.0,131.0,2081.0,129.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...391,2021-03-07,3/5/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...392,2021-03-07,3/5/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,13.0,0.0,13.0,0.0,310.0,2262.0,244.0,79.0,1266.0,73.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...393,2021-03-07,3/5/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,95.0,1.0,94.0,1.0,779.0,6713.0,637.0,303.0,5458.0,285.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...394,2021-03-07,3/5/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,0.0,19.0,0.0,266.0,2128.0,221.0,86.0,1137.0,85.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...395,2021-03-07,3/5/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,111.0,2.0,109.0,0.0,1772.0,15192.0,1346.0,660.0,11175.0,574.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...396,2021-03-07,3/5/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,41.0,0.0,41.0,0.0,188.0,728.0,104.0,131.0,2081.0,129.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...397,2021-03-08,3/5/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...398,2021-03-08,3/5/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,13.0,0.0,13.0,0.0,310.0,2262.0,244.0,79.0,1266.0,73.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...399,2021-03-08,3/5/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,95.0,1.0,94.0,1.0,779.0,6713.0,637.0,303.0,5458.0,285.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...400,2021-03-08,3/5/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,0.0,19.0,0.0,266.0,2128.0,221.0,86.0,1137.0,85.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...401,2021-03-08,3/5/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,111.0,2.0,109.0,0.0,1772.0,15192.0,1346.0,660.0,11175.0,574.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,633.0,1.0,3315.0,1.0,289.0,1259.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...402,2021-03-08,3/5/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,41.0,0.0,41.0,0.0,188.0,728.0,104.0,131.0,2081.0,129.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,633.0,1.0,3315.0,1.0,289.0,1259.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...403,2021-03-09,3/8/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,633.0,1.0,3330.0,1.0,290.0,1270.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...404,2021-03-09,3/8/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,14.0,1.0,13.0,0.0,310.0,2338.0,246.0,80.0,1316.0,74.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,633.0,1.0,3330.0,1.0,290.0,1270.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...405,2021-03-09,3/8/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,95.0,0.0,95.0,1.0,781.0,7102.0,641.0,311.0,5663.0,286.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,633.0,1.0,3330.0,1.0,290.0,1270.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...406,2021-03-09,3/8/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,19.0,0.0,19.0,0.0,274.0,2190.0,229.0,87.0,1178.0,86.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,633.0,1.0,3330.0,1.0,290.0,1270.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...407,2021-03-09,3/8/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,111.0,1.0,110.0,0.0,1774.0,16017.0,1376.0,661.0,11525.0,574.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,633.0,1.0,3330.0,1.0,290.0,1270.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...408,2021-03-09,3/8/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,41.0,0.0,41.0,0.0,191.0,749.0,104.0,131.0,2158.0,130.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,633.0,1.0,3330.0,1.0,290.0,1270.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...409,2021-03-10,3/9/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,,,,,,,,,,,,,,,3100 RAILROAD AVENUE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...410,2021-03-10,3/9/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,,,,,,,,,,,,,,,2521 CIRCLE DRIVE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...411,2021-03-10,3/9/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,,,,,,,,,,,,,,,1800 48TH AVENUE S.W.,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...412,2021-03-10,3/9/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,440 MCKENZIE STREET,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...413,2021-03-10,3/9/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,"701 16th Ave SW Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...414,2021-03-10,3/9/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,,,,"701 16th Avenue SW, Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...415,2021-03-11,3/10/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,,,,,,,,,,,,,,,3100 RAILROAD AVENUE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...416,2021-03-11,3/10/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,,,,,,,,,,,,,,,2521 CIRCLE DRIVE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...417,2021-03-11,3/10/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,,,,,,,,,,,,,,,1800 48TH AVENUE S.W.,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...418,2021-03-11,3/10/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,440 MCKENZIE STREET,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...419,2021-03-11,3/10/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,"701 16th Ave SW Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...420,2021-03-11,3/10/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,,,,"701 16th Avenue SW, Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...421,2021-03-12,3/11/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,,,,,,,,,,,,,,,3100 RAILROAD AVENUE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...422,2021-03-12,3/11/2021,ND,JRCC,344.0,1.0,343.0,1.0,,,,,,,,,,,,,,,,,,2521 CIRCLE DRIVE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...423,2021-03-12,3/11/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,,,,,,,,,,,,,,,1800 48TH AVENUE S.W.,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...424,2021-03-12,3/11/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,440 MCKENZIE STREET,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...425,2021-03-12,3/11/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,"701 16th Ave SW Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...426,2021-03-12,3/11/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,,,,"701 16th Avenue SW, Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...427,2021-03-13,3/12/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,,,,,,,,,,,,,,,3100 RAILROAD AVENUE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...428,2021-03-13,3/12/2021,ND,JRCC,344.0,0.0,344.0,1.0,,,,,,,,,,,,,,,,,,2521 CIRCLE DRIVE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...429,2021-03-13,3/12/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,,,,,,,,,,,,,,,1800 48TH AVENUE S.W.,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...430,2021-03-13,3/12/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,440 MCKENZIE STREET,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...431,2021-03-13,3/12/2021,ND,YCC,6.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,"701 16th Ave SW Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...432,2021-03-13,3/12/2021,ND,DJS,,,,,,,,10.0,0.0,10.0,0.0,,,,,,,,,,,"701 16th Avenue SW, Mandan, ND 58554",,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...433,2021-03-14,3/12/2021,ND,NDSP,194.0,0.0,194.0,0.0,,,,,,,,,,,,,,,,,,3100 RAILROAD AVENUE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...434,2021-03-14,3/12/2021,ND,JRCC,344.0,0.0,344.0,1.0,,,,,,,,,,,,,,,,,,2521 CIRCLE DRIVE,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...435,2021-03-14,3/12/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,,,,,,,,,,,,,,,1800 48TH AVENUE S.W.,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...436,2021-03-14,3/12/2021,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,440 MCKENZIE STREET,,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
