Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_active,fac_inc_positive,fac_inc_deaths,fac_staff_positive,fac_staff_deaths,sum_staff_active,fac_inc_phase1apartiallyvaccinated,fac_inc_phase1afullyvaccinated,fac_inc_phase1bpartiallyvaccinated,fac_inc_phase1bfullyvaccinated,fac_inc_phase2apartiallyvaccinated,facilties_inc_phase1bonedose,fac_inc_phase2afullyvaccinated,fac_inc_phase2band3partiallyvaccinated,fac_inc_phase2band3fullyvaccinated,facilties_inc_phase2band3onedose,fac_inc_phase2band3onedose,sum_inc_population,sum_staff_population,sum_inc_vaccinated,facility_bjs,fac_state,fac_inc_phase1bpartvac,fac_address,fac_zip,sum_inc_pop,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,sum_staff_pop,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,state
717,2021-04-10,44295,NH,,,,,,,,,,,,,,,,,,,,2043.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
718,2021-04-11,44295,NH,NHCF-W,151.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
719,2021-04-11,44295,NH,NNHCF,292.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
720,2021-04-11,44295,NH,NHSP-M,865.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
721,2021-04-11,44295,NH,TWC/THU,48.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
722,2021-04-11,44295,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
723,2021-04-11,44295,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
724,2021-04-11,44295,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
725,2021-04-11,44295,NH,,,,,,,,,,,,,,,,,,,,2043.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
726,2021-04-12,44295,NH,NHCF-W,151.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
727,2021-04-12,44295,NH,NNHCF,292.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
728,2021-04-12,44295,NH,NHSP-M,865.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
729,2021-04-12,44295,NH,TWC/THU,48.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
730,2021-04-12,44295,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
731,2021-04-12,44295,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
732,2021-04-12,44295,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
733,2021-04-12,44295,NH,,,,,,,,,,,,,,,,,,,,2043.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
734,2021-04-13,44298,NH,NHCF-W,152.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
735,2021-04-13,44298,NH,NNHCF,292.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
736,2021-04-13,44298,NH,NHSP-M,877.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
737,2021-04-13,44298,NH,TWC/THU,48.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
738,2021-04-13,44298,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
739,2021-04-13,44298,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
740,2021-04-13,44298,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
741,2021-04-13,44298,NH,,,,,,,,,,,,,,,,,,,,2043.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
742,2021-04-14,44299,NH,NHCF-W,152.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
743,2021-04-14,44299,NH,NNHCF,292.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
744,2021-04-14,44299,NH,NHSP-M,877.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
745,2021-04-14,44299,NH,TWC/THU,48.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
746,2021-04-14,44299,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
747,2021-04-14,44299,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
748,2021-04-14,44299,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
749,2021-04-14,44299,NH,,,,,,,,,,,,,,,,,,,,2043.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
750,2021-04-15,44300,NH,NHCF-W,152.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
751,2021-04-15,44300,NH,NNHCF,292.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
752,2021-04-15,44300,NH,NHSP-M,900.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
753,2021-04-15,44300,NH,TWC/THU,48.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
754,2021-04-15,44300,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
755,2021-04-15,44300,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
756,2021-04-15,44300,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
757,2021-04-15,44300,NH,,,,,,,,,,,,,,,,,,,,2030.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
758,2021-04-16,44301,NH,NHCF-W,153.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
759,2021-04-16,44301,NH,NNHCF,303.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
760,2021-04-16,44301,NH,NHSP-M,905.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
761,2021-04-16,44301,NH,TWC/THU,48.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
762,2021-04-16,44301,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
763,2021-04-16,44301,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
764,2021-04-16,44301,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
765,2021-04-16,44301,NH,,,,,,,,,,,,,,,,,,,,2030.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
766,2021-04-17,44301,NH,NHCF-W,153.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
767,2021-04-17,44301,NH,NNHCF,304.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
768,2021-04-17,44301,NH,NHSP-M,911.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
769,2021-04-17,44301,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
770,2021-04-17,44301,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
771,2021-04-17,44301,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
772,2021-04-17,44301,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,0,0,47,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
773,2021-04-17,44301,NH,,,,,,,,,,,,,,,,,,,,2030.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
774,2021-04-18,44301,NH,NHCF-W,153.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
775,2021-04-18,44301,NH,NNHCF,304.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
776,2021-04-18,44301,NH,NHSP-M,911.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
777,2021-04-18,44301,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
778,2021-04-18,44301,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
779,2021-04-18,44301,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
780,2021-04-18,44301,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,0,0,47,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
781,2021-04-18,44301,NH,,,,,,,,,,,,,,,,,,,,2030.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
782,2021-04-19,44301,NH,NHCF-W,153.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
783,2021-04-19,44301,NH,NNHCF,304.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
784,2021-04-19,44301,NH,NHSP-M,911.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
785,2021-04-19,44301,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
786,2021-04-19,44301,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
787,2021-04-19,44301,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
788,2021-04-19,44301,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,0,0,47,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
789,2021-04-19,44301,NH,,,,,,,,,,,,,,,,,,,,2034.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
790,2021-04-20,44302,NH,NHCF-W,153.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
791,2021-04-20,44302,NH,NNHCF,304.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
792,2021-04-20,44302,NH,NHSP-M,911.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
793,2021-04-20,44302,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
794,2021-04-20,44302,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
795,2021-04-20,44302,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
796,2021-04-20,44302,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,0,0,47,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
797,2021-04-20,44302,NH,,,,,,,,,,,,,,,,39,20,45,,2024.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
798,2021-04-21,44306,NH,NHCF-W,153.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
799,2021-04-21,44306,NH,NNHCF,305.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
800,2021-04-21,44306,NH,NHSP-M,914.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
801,2021-04-21,44306,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
802,2021-04-21,44306,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
803,2021-04-21,44306,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
804,2021-04-21,44306,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,0,0,47,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
805,2021-04-21,44306,NH,,,,,,,,,,,,,,,,39,20,45,,2024.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
806,2021-04-22,44307,NH,NHCF-W,155.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
807,2021-04-22,44307,NH,NNHCF,305.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
