Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_active,fac_inc_positive,fac_inc_deaths,fac_staff_positive,fac_staff_deaths,sum_staff_active,fac_inc_phase1apartiallyvaccinated,fac_inc_phase1afullyvaccinated,fac_inc_phase1bpartiallyvaccinated,fac_inc_phase1bfullyvaccinated,fac_inc_phase2apartiallyvaccinated,facilties_inc_phase1bonedose,fac_inc_phase2afullyvaccinated,fac_inc_phase2band3partiallyvaccinated,fac_inc_phase2band3fullyvaccinated,facilties_inc_phase2band3onedose,fac_inc_phase2band3onedose,sum_inc_population,sum_staff_population,sum_inc_vaccinated,facility_bjs,fac_state,fac_inc_phase1bpartvac,fac_address,fac_zip,sum_inc_pop,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,sum_staff_pop,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,state
808,2021-04-22,44307,NH,NHSP-M,918.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
809,2021-04-22,44307,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
810,2021-04-22,44307,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
811,2021-04-22,44307,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
812,2021-04-22,44307,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
813,2021-04-22,44307,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
814,2021-04-23,44308,NH,NHCF-W,155.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
815,2021-04-23,44308,NH,NNHCF,305.0,0.0,133.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
816,2021-04-23,44308,NH,NHSP-M,920.0,0.0,257.0,2.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
817,2021-04-23,44308,NH,TWC/THU,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
818,2021-04-23,44308,NH,SPU / RTU,259.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
819,2021-04-23,44308,NH,SPU / RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
820,2021-04-23,44308,NH,SPU / RTU,,,,,,,,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
821,2021-04-23,44308,NH,,,,,,,,,,,,,,,,,,,,2024.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
822,2021-04-24,44308,NH,NHCF-W,155.0,0.0,26.0,0.0,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
823,2021-04-24,44308,NH,NNHCF,305.0,0.0,133.0,1.0,31.0,NR,0.0,,,119,119,NR,NR,NR,NR,NR,NR,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
824,2021-04-24,44308,NH,NHSP-M,920.0,0.0,257.0,2.0,82.0,NR,0.0,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
825,2021-04-24,44308,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,,,36,36,NR,NR,NR,NR,NR,NR,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
826,2021-04-24,44308,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,,,219,219,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
827,2021-04-24,44308,NH,,,,,,,,,,,,,,,,,,,,2024.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
828,2021-04-25,44308,NH,NHCF-W,155.0,0.0,26.0,0.0,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
829,2021-04-25,44308,NH,NNHCF,305.0,0.0,133.0,1.0,31.0,NR,0.0,,,119,119,NR,NR,NR,NR,NR,NR,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
830,2021-04-25,44308,NH,NHSP-M,920.0,0.0,257.0,2.0,82.0,NR,0.0,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
831,2021-04-25,44308,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,,,36,36,NR,NR,NR,NR,NR,NR,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
832,2021-04-25,44308,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,,,219,219,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
833,2021-04-25,44308,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
834,2021-04-26,44308,NH,NHCF-W,155.0,0.0,26.0,0.0,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
835,2021-04-26,44308,NH,NNHCF,305.0,0.0,133.0,1.0,31.0,NR,0.0,,,119,119,NR,NR,NR,NR,NR,NR,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
836,2021-04-26,44308,NH,NHSP-M,920.0,0.0,257.0,2.0,82.0,NR,0.0,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
837,2021-04-26,44308,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,,,36,36,NR,NR,NR,NR,NR,NR,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
838,2021-04-26,44308,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,,,219,219,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
839,2021-04-26,44308,NH,,,,,,,,,,,,,,,,,,,,2024.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
840,2021-04-27,44312,NH,NHCF-W,156.0,0.0,26.0,0.0,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
841,2021-04-27,44312,NH,NNHCF,313.0,0.0,133.0,1.0,31.0,NR,0.0,,,119,119,NR,NR,NR,NR,NR,NR,,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
842,2021-04-27,44312,NH,NHSP-M,931.0,0.0,257.0,2.0,82.0,NR,0.0,,,11,11,NR,NR,NR,NR,NR,NR,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
843,2021-04-27,44312,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,,,36,36,NR,NR,NR,NR,NR,NR,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
844,2021-04-27,44312,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,,,219,219,NR,NR,NR,NR,NR,NR,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
845,2021-04-27,44312,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
846,2021-04-28,44313,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
847,2021-04-28,44313,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
848,2021-04-28,44313,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,436,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
849,2021-04-28,44313,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
850,2021-04-28,44313,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
851,2021-04-28,44313,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
852,2021-04-29,44313,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
853,2021-04-29,44313,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
854,2021-04-29,44313,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,436,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
855,2021-04-29,44313,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
856,2021-04-29,44313,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
857,2021-04-29,44313,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
858,2021-04-30,44313,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
859,2021-04-30,44313,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
860,2021-04-30,44313,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,436,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
861,2021-04-30,44313,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
862,2021-04-30,44313,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
863,2021-04-30,44313,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
864,2021-05-01,44313,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
865,2021-05-01,44313,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
866,2021-05-01,44313,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,436,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
867,2021-05-01,44313,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
868,2021-05-01,44313,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
869,2021-05-01,44313,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
870,2021-05-02,44313,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
871,2021-05-02,44313,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
872,2021-05-02,44313,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,436,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
873,2021-05-02,44313,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
874,2021-05-02,44313,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
875,2021-05-02,44313,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
876,2021-05-03,44313,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
877,2021-05-03,44313,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
878,2021-05-03,44313,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,436,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
879,2021-05-03,44313,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
880,2021-05-03,44313,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
881,2021-05-03,44313,NH,,,,,,,,,,,,,,,,,,,,2022.0,851.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
882,2021-05-04,44320,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
883,2021-05-04,44320,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
884,2021-05-04,44320,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,577,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
885,2021-05-04,44320,NH,TWC/THU,48.0,0.0,23.0,0.0,18.0,NR,0.0,NR,NR,NR,NR,NR,NR,NR,39,20,NR,45.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
886,2021-05-04,44320,NH,SPU / RTU,259.0,0.0,19.0,0.0,13.0,NR,0.0,NR,NR,11,11,NR,NR,NR,0,0,NR,47.0,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
887,2021-05-04,44320,NH,,,,,,,,,,,,,,,,,,,,2025.0,851.0,1409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
888,2021-05-05,44320,NH,NHCF-W,157.0,0.0,26.0,0.0,12.0,NR,0.0,NR,NR,119,119,NR,NR,NR,28,0,NR,0.0,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
889,2021-05-05,44320,NH,NNHCF,322.0,0.0,133.0,1.0,31.0,NR,0.0,NR,NR,36,36,NR,NR,NR,248,0,NR,0.0,,,,,,,138 EAST MILAN ROAD,3570.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
890,2021-05-05,44320,NH,NHSP-M,937.0,0.0,257.0,2.0,82.0,NR,0.0,NR,NR,219,219,NR,NR,NR,577,0,NR,40.0,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,458.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
