Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_pending,fac_inc_negative,fac_inc_recovered,fac_inc_active,fac_inc_hospitalized,fac_inc_deaths,fac_staff_positive,fac_staff_positivepresumed,fac_staff_recovered,fac_staff_hospitalized,fac_staff_deaths,fac_inc_population,fac_inc_firstdose,fac_inc_seconddose,fac_inc_jjvaccine,fac_staff_completeddocvaccine,facilties_staff_completedexternalvaccine,facility_bjs,fac_state,fac_inc_noisolated,fac_inc_hospital,fac_inc_pop,fac_inc_partiallyvaccinated,fac_inc_new_partiallyvaccinated,fac_inc_fullyvaccinated,fac_staff_positiveconfirmed,fac_staff_partiallyvaccinated,fac_staff_fullyvaccinated,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,state
...4641,2021-07-09,2021-07-07,MN,MCF - Shakopee,,,,,,,,,,,,,,,,,,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4642,2021-07-09,2021-07-07,MN,MCF - St Cloud,,,,,,,,,,,,,,,,,,160,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4643,2021-07-09,2021-07-07,MN,MCF - Stillwater,,,,,,,,,,,,,,,,,,240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4644,2021-07-09,2021-07-07,MN,MCF - Togo,,,,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4645,2021-07-09,2021-07-07,MN,MCF - Willow River,,,,,,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4646,2021-07-10,2021-07-08,MN,MCF-Faribault,31069.0,1196.0,0.0,29712.0,1190.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4647,2021-07-10,2021-07-08,MN,MCF-Lino Lakes,21226.0,356.0,4.0,20790.0,356.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4648,2021-07-10,2021-07-08,MN,MCF-Moose Lake,11046.0,158.0,92.0,10710.0,188.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4649,2021-07-10,2021-07-08,MN,MCF-Oak Park Heights,4954.0,94.0,4.0,4823.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4650,2021-07-10,2021-07-08,MN,MCF-Red Wing,653.0,1.0,1.0,650.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4651,2021-07-10,2021-07-08,MN,MCF-Rush City,7320.0,216.0,0.0,7067.0,215.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4652,2021-07-10,2021-07-08,MN,MCF-Shakopee,6935.0,36.0,0.0,6897.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4653,2021-07-10,2021-07-08,MN,MCF-St. Cloud,22454.0,1111.0,48.0,21161.0,1111.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4654,2021-07-10,2021-07-08,MN,MCF-Stillwater,13089.0,977.0,0.0,12050.0,976.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4655,2021-07-10,2021-07-08,MN,MCF-Togo,276.0,8.0,2.0,265.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4656,2021-07-10,2021-07-08,MN,MCF-Willow River,542.0,76.0,4.0,453.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4657,2021-07-10,2021-07-08,MN,MCF-Faribault,,,,,,,,,163.0,4.0,132.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4658,2021-07-10,2021-07-08,MN,MCF-Lino Lakes,,,,,,,,,103.0,2.0,97.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4659,2021-07-10,2021-07-08,MN,MCF-Moose Lake,,,,,,,,,95.0,4.0,90.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4660,2021-07-10,2021-07-08,MN,MCF-Oak Park Heights,,,,,,,,,94.0,1.0,89.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4661,2021-07-10,2021-07-08,MN,MCF-Red Wing,,,,,,,,,25.0,0.0,23.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4662,2021-07-10,2021-07-08,MN,MCF-Rush City,,,,,,,,,87.0,2.0,71.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4663,2021-07-10,2021-07-08,MN,MCF-Saint Cloud,,,,,,,,,187.0,0.0,150.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4664,2021-07-10,2021-07-08,MN,MCF-Shakopee,,,,,,,,,66.0,0.0,54.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4665,2021-07-10,2021-07-08,MN,MCF-Stillwater,,,,,,,,,211.0,2.0,190.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4666,2021-07-10,2021-07-08,MN,MCF-Togo,,,,,,,,,4.0,0.0,4.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4667,2021-07-10,2021-07-08,MN,MCF-Willow River,,,,,,,,,7.0,0.0,7.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4668,2021-07-10,2021-07-08,MN,MCF-Faribault,,,,,,,,,,,,,,NR,212.0,201.0,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4669,2021-07-10,2021-07-08,MN,MCF-Lino Lakes,,,,,,,,,,,,,,NR,103.0,83.0,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4670,2021-07-10,2021-07-08,MN,MCF-Moose Lake,,,,,,,,,,,,,,NR,110.0,96.0,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4671,2021-07-10,2021-07-08,MN,MCF-Oak Park Heights,,,,,,,,,,,,,,NR,73.0,65.0,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4672,2021-07-10,2021-07-08,MN,MCF-Rush City,,,,,,,,,,,,,,NR,90.0,75.0,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4673,2021-07-10,2021-07-08,MN,MCF-Red Wing,,,,,,,,,,,,,,NR,36.0,33.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4674,2021-07-10,2021-07-08,MN,MCF-Saint Cloud,,,,,,,,,,,,,,NR,36.0,42.0,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4675,2021-07-10,2021-07-08,MN,MCF-Shakopee,,,,,,,,,,,,,,NR,74.0,59.0,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4676,2021-07-10,2021-07-08,MN,MCF-Stillwater,,,,,,,,,,,,,,NR,121.0,108.0,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4677,2021-07-10,2021-07-08,MN,MCF-Togo,,,,,,,,,,,,,,NR,4.0,0.0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4678,2021-07-10,2021-07-08,MN,MCF-Willow River,,,,,,,,,,,,,,NR,5.0,5.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4679,2021-07-10,2021-07-08,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4680,2021-07-10,2021-07-08,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4681,2021-07-10,2021-07-08,MN,MCF - Faribault,,,,,,,,,,,,,,,,,,304,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4682,2021-07-10,2021-07-08,MN,MCF - Lino Lakes,,,,,,,,,,,,,,,,,,231,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4683,2021-07-10,2021-07-08,MN,MCF - Moose Lake,,,,,,,,,,,,,,,,,,133,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4684,2021-07-10,2021-07-08,MN,MCF - Oak Park Heights,,,,,,,,,,,,,,,,,,158,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4685,2021-07-10,2021-07-08,MN,MCF - Red Wing,,,,,,,,,,,,,,,,,,79,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4686,2021-07-10,2021-07-08,MN,MCF - Rush City,,,,,,,,,,,,,,,,,,117,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4687,2021-07-10,2021-07-08,MN,MCF - Shakopee,,,,,,,,,,,,,,,,,,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4688,2021-07-10,2021-07-08,MN,MCF - St Cloud,,,,,,,,,,,,,,,,,,160,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4689,2021-07-10,2021-07-08,MN,MCF - Stillwater,,,,,,,,,,,,,,,,,,240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4690,2021-07-10,2021-07-08,MN,MCF - Togo,,,,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4691,2021-07-10,2021-07-08,MN,MCF - Willow River,,,,,,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4692,2021-07-11,2021-07-08,MN,MCF-Faribault,31069.0,1196.0,0.0,29712.0,1190.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4693,2021-07-11,2021-07-08,MN,MCF-Lino Lakes,21226.0,356.0,4.0,20790.0,356.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4694,2021-07-11,2021-07-08,MN,MCF-Moose Lake,11046.0,158.0,92.0,10710.0,188.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4695,2021-07-11,2021-07-08,MN,MCF-Oak Park Heights,4954.0,94.0,4.0,4823.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4696,2021-07-11,2021-07-08,MN,MCF-Red Wing,653.0,1.0,1.0,650.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4697,2021-07-11,2021-07-08,MN,MCF-Rush City,7320.0,216.0,0.0,7067.0,215.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4698,2021-07-11,2021-07-08,MN,MCF-Shakopee,6935.0,36.0,0.0,6897.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4699,2021-07-11,2021-07-08,MN,MCF-St. Cloud,22454.0,1111.0,48.0,21161.0,1111.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4700,2021-07-11,2021-07-08,MN,MCF-Stillwater,13089.0,977.0,0.0,12050.0,976.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4701,2021-07-11,2021-07-08,MN,MCF-Togo,276.0,8.0,2.0,265.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4702,2021-07-11,2021-07-08,MN,MCF-Willow River,542.0,76.0,4.0,453.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4703,2021-07-11,2021-07-08,MN,MCF-Faribault,,,,,,,,,163.0,4.0,132.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4704,2021-07-11,2021-07-08,MN,MCF-Lino Lakes,,,,,,,,,103.0,2.0,97.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4705,2021-07-11,2021-07-08,MN,MCF-Moose Lake,,,,,,,,,95.0,4.0,90.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4706,2021-07-11,2021-07-08,MN,MCF-Oak Park Heights,,,,,,,,,94.0,1.0,89.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4707,2021-07-11,2021-07-08,MN,MCF-Red Wing,,,,,,,,,25.0,0.0,23.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4708,2021-07-11,2021-07-08,MN,MCF-Rush City,,,,,,,,,87.0,2.0,71.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4709,2021-07-11,2021-07-08,MN,MCF-Saint Cloud,,,,,,,,,187.0,0.0,150.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4710,2021-07-11,2021-07-08,MN,MCF-Shakopee,,,,,,,,,66.0,0.0,54.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4711,2021-07-11,2021-07-08,MN,MCF-Stillwater,,,,,,,,,211.0,2.0,190.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4712,2021-07-11,2021-07-08,MN,MCF-Togo,,,,,,,,,4.0,0.0,4.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4713,2021-07-11,2021-07-08,MN,MCF-Willow River,,,,,,,,,7.0,0.0,7.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4714,2021-07-11,2021-07-08,MN,MCF-Faribault,,,,,,,,,,,,,,NR,212.0,201.0,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4715,2021-07-11,2021-07-08,MN,MCF-Lino Lakes,,,,,,,,,,,,,,NR,103.0,83.0,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4716,2021-07-11,2021-07-08,MN,MCF-Moose Lake,,,,,,,,,,,,,,NR,110.0,96.0,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4717,2021-07-11,2021-07-08,MN,MCF-Oak Park Heights,,,,,,,,,,,,,,NR,73.0,65.0,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4718,2021-07-11,2021-07-08,MN,MCF-Rush City,,,,,,,,,,,,,,NR,90.0,75.0,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4719,2021-07-11,2021-07-08,MN,MCF-Red Wing,,,,,,,,,,,,,,NR,36.0,33.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4720,2021-07-11,2021-07-08,MN,MCF-Saint Cloud,,,,,,,,,,,,,,NR,36.0,42.0,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4721,2021-07-11,2021-07-08,MN,MCF-Shakopee,,,,,,,,,,,,,,NR,74.0,59.0,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4722,2021-07-11,2021-07-08,MN,MCF-Stillwater,,,,,,,,,,,,,,NR,121.0,108.0,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4723,2021-07-11,2021-07-08,MN,MCF-Togo,,,,,,,,,,,,,,NR,4.0,0.0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4724,2021-07-11,2021-07-08,MN,MCF-Willow River,,,,,,,,,,,,,,NR,5.0,5.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4725,2021-07-11,2021-07-08,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4726,2021-07-11,2021-07-08,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4727,2021-07-11,2021-07-08,MN,MCF - Faribault,,,,,,,,,,,,,,,,,,304,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4728,2021-07-11,2021-07-08,MN,MCF - Lino Lakes,,,,,,,,,,,,,,,,,,231,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4729,2021-07-11,2021-07-08,MN,MCF - Moose Lake,,,,,,,,,,,,,,,,,,133,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4730,2021-07-11,2021-07-08,MN,MCF - Oak Park Heights,,,,,,,,,,,,,,,,,,158,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4731,2021-07-11,2021-07-08,MN,MCF - Red Wing,,,,,,,,,,,,,,,,,,79,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4732,2021-07-11,2021-07-08,MN,MCF - Rush City,,,,,,,,,,,,,,,,,,117,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4733,2021-07-11,2021-07-08,MN,MCF - Shakopee,,,,,,,,,,,,,,,,,,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4734,2021-07-11,2021-07-08,MN,MCF - St Cloud,,,,,,,,,,,,,,,,,,160,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...4735,2021-07-11,2021-07-08,MN,MCF - Stillwater,,,,,,,,,,,,,,,,,,240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
